;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
28-10-2019;15 - 16;384,07;257,69;D;257,69;384,07;257,69;0;0
28-10-2019;16 - 17;410,74;264,5;D;264,5;410,74;264,5;0;-30
28-10-2019;17 - 18;457,35;457,35;;457,35;457,35;457,35;0;0
28-10-2019;18 - 19;475,2;475,2;;475,2;475,2;475,2;0;0
28-10-2019;19 - 20;491;428,66;U;491;491;428,66;67;0
28-10-2019;20 - 21;363,68;363,68;;363,68;363,68;363,68;0;0
28-10-2019;21 - 22;310,87;310,87;;310,87;310,87;310,87;0;0
28-10-2019;22 - 23;300,49;300,49;;300,49;300,49;300,49;0;0
28-10-2019;23 - 00;273;253,96;D;253,96;273;253,96;0;-2
29-10-2019;00 - 01;276,54;253,98;D;253,98;276,54;253,98;0;-5
29-10-2019;01 - 02;273,4;242,77;D;242,77;273,4;242,77;0;-4
29-10-2019;02 - 03;267,65;267,65;;267,65;267,65;267,65;0;0
29-10-2019;03 - 04;263,09;263,09;;263,09;263,09;263,09;0;0
29-10-2019;04 - 05;262,72;262,72;;262,72;262,72;262,72;0;0
29-10-2019;05 - 06;268,92;268,92;;268,92;268,92;268,92;0;0
29-10-2019;06 - 07;323,15;323,15;;323,15;323,15;323,15;0;0
29-10-2019;07 - 08;399,64;399,64;;399,64;399,64;399,64;0;0
29-10-2019;08 - 09;416,9;416,9;;416,9;416,9;416,9;0;0
29-10-2019;09 - 10;410,92;410,92;;410,92;410,92;410,92;0;0
29-10-2019;10 - 11;385,15;385,15;;385,15;385,15;385,15;0;0
29-10-2019;11 - 12;384,4;384,4;;384,4;384,4;384,4;0;0
29-10-2019;12 - 13;353,48;268,92;D;268,92;353,48;268,92;0;-10
29-10-2019;13 - 14;356,69;266,86;D;266,86;356,69;266,86;0;-8
29-10-2019;14 - 15;390,68;265,18;D;265,18;390,68;265,18;0;-150
29-10-2019;15 - 16;410,92;268,92;D;268,92;410,92;268,92;0;-112
29-10-2019;16 - 17;427,28;274,17;D;274,17;427,28;274,17;0;-53
29-10-2019;17 - 18;466,42;284,6;D;284,6;466,42;284,6;0;-73
29-10-2019;18 - 19;494,36;494,36;;494,36;494,36;494,36;0;0
29-10-2019;19 - 20;453,8;453,8;;453,8;453,8;453,8;0;0
29-10-2019;20 - 21;402,7;402,7;;402,7;402,7;402,7;0;0
29-10-2019;21 - 22;342,94;342,94;;342,94;342,94;342,94;0;0
29-10-2019;22 - 23;321,21;305,59;U;321,21;321,21;305,59;5;0
29-10-2019;23 - 00;321,21;288,49;U;321,21;321,21;288,49;5;0
30-10-2019;00 - 01;315,54;283,27;U;315,54;315,54;283,27;5;0
30-10-2019;01 - 02;311,91;280,88;U;311,91;311,91;280,88;0;0
30-10-2019;02 - 03;311,91;278,94;U;311,91;311,91;278,94;0;0
30-10-2019;03 - 04;322,79;276,25;U;322,79;322,79;276,25;0;0
30-10-2019;04 - 05;324,96;270,05;U;324,96;324,96;270,05;0;0
30-10-2019;05 - 06;324,96;285,74;U;324,96;324,96;285,74;0;0
30-10-2019;06 - 07;348,64;348,64;;348,64;348,64;348,64;0;0
30-10-2019;07 - 08;404,29;404,29;;404,29;404,29;404,29;0;0
30-10-2019;08 - 09;430,29;430,29;;430,29;430,29;430,29;0;0
30-10-2019;09 - 10;406,16;305,54;D;305,54;406,16;305,54;0;-25
30-10-2019;10 - 11;376,43;290,51;D;290,51;376,43;290,51;0;-49
30-10-2019;11 - 12;365,45;275,64;D;275,64;365,45;275,64;0;-5
30-10-2019;12 - 13;353,42;268,93;D;268,93;353,42;268,93;0;-5
30-10-2019;13 - 14;346,4;268,93;D;268,93;346,4;268,93;0;-5
30-10-2019;14 - 15;373,14;373,14;;373,14;373,14;373,14;0;0
30-10-2019;15 - 16;403,62;268,93;D;268,93;403,62;268,93;0;0
30-10-2019;16 - 17;419,61;276,4;D;276,4;419,61;276,4;0;0
30-10-2019;17 - 18;459,95;459,95;;459,95;459,95;459,95;0;0
30-10-2019;18 - 19;498,27;283,87;D;283,87;498,27;283,87;0;0
30-10-2019;19 - 20;448,22;272,67;D;272,67;448,22;272,67;0;0
30-10-2019;20 - 21;400,33;264,76;D;264,76;400,33;264,76;0;0
30-10-2019;21 - 22;333,25;264,76;D;264,76;333,25;264,76;0;0
30-10-2019;22 - 23;312,18;261,46;D;261,46;312,18;261,46;0;0
30-10-2019;23 - 00;279,91;261,46;D;261,46;279,91;261,46;0;0
31-10-2019;00 - 01;270,43;259,23;D;259,23;270,43;259,23;0;0
31-10-2019;01 - 02;261,32;233,52;D;233,52;261,32;233,52;0;0
31-10-2019;02 - 03;253,55;233,52;D;233,52;253,55;233,52;0;-5
31-10-2019;03 - 04;247,72;247,72;;247,72;247,72;247,72;0;0
31-10-2019;04 - 05;252,95;252,95;;252,95;252,95;252,95;0;0
31-10-2019;05 - 06;267,74;265,28;D;265,28;267,74;265,28;0;-4
31-10-2019;06 - 07;313,61;261,47;D;261,47;313,61;261,47;0;-5
31-10-2019;07 - 08;348,72;268,94;D;268,94;348,72;268,94;0;-28
31-10-2019;08 - 09;361,35;272,67;D;272,67;361,35;272,67;0;-28
31-10-2019;09 - 10;337,74;272,67;D;272,67;337,74;272,67;0;-4
31-10-2019;10 - 11;302,7;268,94;D;268,94;302,7;268,94;0;-5
31-10-2019;11 - 12;299,57;268,94;D;268,94;299,57;268,94;0;-5
31-10-2019;12 - 13;294,19;261,47;D;261,47;294,19;261,47;0;0
31-10-2019;13 - 14;299,94;255,41;D;255,41;299,94;255,41;0;-22
31-10-2019;14 - 15;328,33;255,41;D;255,41;328,33;255,41;0;-18
31-10-2019;15 - 16;356,72;268,94;D;268,94;356,72;268,94;0;-32
31-10-2019;16 - 17;381,59;276,41;D;276,41;381,59;276,41;0;-26
31-10-2019;17 - 18;418,42;276,41;D;276,41;418,42;276,41;0;-18
31-10-2019;18 - 19;414,16;268,94;D;268,94;414,16;268,94;0;-41
31-10-2019;19 - 20;376,14;261,47;D;261,47;376,14;261,47;0;-51
31-10-2019;20 - 21;358,06;261,47;D;261,47;358,06;261,47;0;-5
31-10-2019;21 - 22;322,13;261,47;D;261,47;322,13;261,47;0;0
31-10-2019;22 - 23;298,82;261,47;D;261,47;298,82;261,47;0;0
31-10-2019;23 - 00;278,13;251,76;D;251,76;278,13;251,76;0;0
01-11-2019;00 - 01;291,34;253,99;U;291,34;291,34;268,48;3;-1
01-11-2019;01 - 02;291,34;250,18;U;291,34;291,34;250,18;5;0
01-11-2019;02 - 03;216,56;216,56;;216,56;216,56;216,56;0;0
01-11-2019;03 - 04;202,59;202,59;;202,59;202,59;202,59;0;0
01-11-2019;04 - 05;195,5;195,5;;195,5;195,5;195,5;0;0
01-11-2019;05 - 06;195,27;195,27;;195,27;195,27;195,27;0;0
01-11-2019;06 - 07;287,68;287,68;;287,68;287,68;287,68;0;0
01-11-2019;07 - 08;260,86;260,86;;260,86;260,86;260,86;0;0
01-11-2019;08 - 09;261,53;261,53;;261,53;261,53;261,53;0;0
01-11-2019;09 - 10;261,98;261,98;;261,98;261,98;261,98;0;0
01-11-2019;10 - 11;287,3;287,3;;287,3;287,3;287,3;0;0
01-11-2019;11 - 12;254,29;254,29;;254,29;254,29;254,29;0;0
01-11-2019;12 - 13;268,18;268,18;;268,18;268,18;268,18;0;0
01-11-2019;13 - 14;249,73;249,73;;249,73;249,73;249,73;0;0
01-11-2019;14 - 15;235,31;235,31;;235,31;235,31;235,31;0;0
01-11-2019;15 - 16;301,77;235,46;U;301,77;301,77;235,46;8;0
01-11-2019;16 - 17;306,28;235,98;U;306,28;306,28;235,98;12;0
01-11-2019;17 - 18;313,75;290,89;U;313,75;313,75;290,89;20;0
01-11-2019;18 - 19;312,68;284,47;U;312,68;312,68;284,47;20;0
01-11-2019;19 - 20;302,54;276,47;U;302,54;302,54;276,47;7;0
01-11-2019;20 - 21;238,9;238,9;;238,9;238,9;238,9;0;0
01-11-2019;21 - 22;224,93;224,93;;224,93;224,93;224,93;0;0
01-11-2019;22 - 23;298,81;227,77;U;298,81;298,81;227,77;0;0
01-11-2019;23 - 00;298,81;209,61;U;298,81;298,81;209,61;0;0
02-11-2019;00 - 01;286,12;235,32;U;286,12;286,12;235,32;5;0
02-11-2019;01 - 02;292,85;224,64;U;292,85;292,85;224,64;5;0
02-11-2019;02 - 03;292,85;194,98;U;292,85;292,85;194,98;0;0
02-11-2019;03 - 04;286,09;186,77;U;286,09;286,09;186,77;5;0
02-11-2019;04 - 05;286,09;141,87;U;286,09;286,09;141,87;5;0
02-11-2019;05 - 06;286,09;163,31;U;286,09;286,09;163,31;5;0
02-11-2019;06 - 07;286,09;194,09;U;286,09;286,09;194,09;5;0
02-11-2019;07 - 08;280,15;266,7;U;280,15;280,15;266,7;5;0
02-11-2019;08 - 09;295,84;273,35;U;295,84;295,84;273,35;5;0
02-11-2019;09 - 10;306,73;283,51;U;306,73;306,73;283,51;49;0
02-11-2019;10 - 11;313,77;287,1;U;313,77;313,77;287,1;49;0
02-11-2019;11 - 12;313,77;277,16;U;313,77;313,77;277,16;56;0
02-11-2019;12 - 13;315,43;226,36;U;315,43;315,43;226,36;56;0
02-11-2019;13 - 14;313,77;224,12;U;313,77;313,77;224,12;56;0
02-11-2019;14 - 15;310;206,19;U;310;310;206,19;50;0
02-11-2019;15 - 16;302,56;208,73;U;302,56;302,56;208,73;43;0
02-11-2019;16 - 17;302,56;224,12;U;302,56;302,56;224,12;44;0
02-11-2019;17 - 18;302,56;253,33;U;302,56;302,56;253,33;44;0
02-11-2019;18 - 19;302,56;294,64;U;302,56;302,56;294,64;0;0
02-11-2019;19 - 20;278,73;278,73;;278,73;278,73;278,73;0;0
02-11-2019;20 - 21;275,52;275,52;;275,52;275,52;275,52;0;0
02-11-2019;21 - 22;298,82;208,06;U;298,82;298,82;208,06;0;0
02-11-2019;22 - 23;298,82;215,23;U;298,82;298,82;215,23;0;0
02-11-2019;23 - 00;287,62;216,65;U;287,62;287,62;216,65;0;0
03-11-2019;00 - 01;287,63;156,89;U;287,63;287,63;156,89;0;0
03-11-2019;01 - 02;192;192;;192;192;192;0;0
03-11-2019;02 - 03;272,09;199,47;U;272,09;272,09;199,47;0;0
03-11-2019;03 - 04;272,09;199,47;U;272,09;272,09;199,47;0;0
03-11-2019;04 - 05;272,09;186,77;U;272,09;272,09;186,77;0;0
03-11-2019;05 - 06;272,09;193,2;U;272,09;272,09;193,2;0;0
03-11-2019;06 - 07;250,13;250,13;;250,13;250,13;250,13;0;0
03-11-2019;07 - 08;257,22;257,22;;257,22;257,22;257,22;0;0
03-11-2019;08 - 09;268,06;268,06;;268,06;268,06;268,06;0;0
03-11-2019;09 - 10;275,53;275,53;;275,53;275,53;275,53;0;0
03-11-2019;10 - 11;280,83;280,83;;280,83;280,83;280,83;0;0
03-11-2019;11 - 12;317,51;284,94;U;317,51;317,51;284,94;0;0
03-11-2019;12 - 13;317,51;289,05;U;317,51;317,51;289,05;0;0
03-11-2019;13 - 14;316,21;284,57;U;316,21;316,21;284,57;0;0
03-11-2019;14 - 15;306,31;285,61;U;306,31;306,31;285,61;0;0
03-11-2019;15 - 16;308,85;287,93;U;308,85;308,85;287,93;0;0
03-11-2019;16 - 17;308,85;297,04;U;308,85;308,85;297,04;0;0
03-11-2019;17 - 18;328,72;308,1;U;328,72;328,72;308,1;0;0
03-11-2019;18 - 19;328,72;319,98;U;328,72;328,72;319,98;0;0
03-11-2019;19 - 20;306,61;268,95;D;268,95;306,61;268,95;0;-3
03-11-2019;20 - 21;293,16;261,48;D;261,48;293,16;261,48;0;0
03-11-2019;21 - 22;279,64;268,95;D;268,95;279,64;268,95;0;0
03-11-2019;22 - 23;267,91;267,91;;267,91;267,91;267,91;0;0
03-11-2019;23 - 00;254,76;254,76;;254,76;254,76;254,76;0;0
04-11-2019;00 - 01;199,32;199,32;;199,32;199,32;199,32;0;0
04-11-2019;01 - 02;282,4;186,32;U;282,4;282,4;186,32;0;0
04-11-2019;02 - 03;283,89;168,17;U;283,89;283,89;168,17;9;0
04-11-2019;03 - 04;283,89;166,45;U;283,89;283,89;166,45;5;0
04-11-2019;04 - 05;170,71;-100;D;-100;170,71;-100;0;-41
04-11-2019;05 - 06;194,99;-180;D;-180;194,99;-180;0;-589
04-11-2019;06 - 07;265,22;-80;D;-80;265,22;-80;0;-276
04-11-2019;07 - 08;325,43;283,89;D;283,89;325,43;283,89;0;0
04-11-2019;08 - 09;338,81;283,89;D;283,89;338,81;283,89;0;0
04-11-2019;09 - 10;336,71;283,89;D;283,89;336,71;283,89;0;0
04-11-2019;10 - 11;328,5;288,38;D;288,38;328,5;288,38;0;0
04-11-2019;11 - 12;323,71;293,63;D;293,63;323,71;293,63;0;0
04-11-2019;12 - 13;311,61;311,61;;311,61;311,61;311,61;0;0
04-11-2019;13 - 14;315,72;315,72;;315,72;315,72;315,72;0;0
04-11-2019;14 - 15;315,42;315,42;;315,42;315,42;315,42;0;0
04-11-2019;15 - 16;316,92;316,92;;316,92;316,92;316,92;0;0
04-11-2019;16 - 17;360,02;294,15;D;294,15;360,02;294,15;0;0
04-11-2019;17 - 18;384,98;295,1;D;295,1;384,98;295,1;0;0
04-11-2019;18 - 19;361,52;291,37;D;291,37;361,52;291,37;0;0
04-11-2019;19 - 20;323,04;291,37;D;291,37;323,04;291,37;0;0
04-11-2019;20 - 21;322,37;322,37;;322,37;322,37;322,37;0;0
04-11-2019;21 - 22;343,66;283,52;U;343,66;343,66;283,52;4;0
04-11-2019;22 - 23;335,58;265,22;U;335,58;335,58;265,22;11;0
04-11-2019;23 - 00;321,25;224,13;U;321,25;321,25;224,13;4;0
05-11-2019;00 - 01;313,79;197,98;U;313,79;313,79;197,98;19;0
05-11-2019;01 - 02;313,79;191,56;U;313,79;313,79;191,56;31;0
05-11-2019;02 - 03;306,32;194,02;U;306,32;306,32;194,02;13;0
05-11-2019;03 - 04;306,32;186,7;U;306,32;306,32;186,7;13;0
05-11-2019;04 - 05;306,32;194,55;U;306,32;306,32;194,55;5;0
05-11-2019;05 - 06;328,73;208,74;U;328,73;328,73;208,74;5;0
05-11-2019;06 - 07;331,87;290,78;U;331,87;331,87;290,78;11;0
05-11-2019;07 - 08;400;340,08;U;400;400;340,08;59;0
05-11-2019;08 - 09;358,39;358,39;;358,39;358,39;358,39;0;0
05-11-2019;09 - 10;354,35;321,26;D;321,26;354,35;321,26;0;0
05-11-2019;10 - 11;358,46;321,26;D;321,26;358,46;321,26;0;0
05-11-2019;11 - 12;361,83;361,83;;361,83;361,83;361,83;0;0
05-11-2019;12 - 13;381,03;350,84;U;381,03;381,03;350,84;14;0
05-11-2019;13 - 14;419,33;361,15;U;419,33;419,33;361,15;33;0
05-11-2019;14 - 15;411,98;372,88;U;411,98;411,98;372,88;73;0
05-11-2019;15 - 16;450;373,56;U;450;450;373,56;51;0
05-11-2019;16 - 17;410,91;373,85;U;410,91;410,91;373,85;0;0
05-11-2019;17 - 18;625,32;453,57;U;625,32;625,32;453,57;95;0
05-11-2019;18 - 19;800;469,86;U;800;800;469,86;160;0
05-11-2019;19 - 20;390,74;390,74;;390,74;390,74;390,74;0;0
05-11-2019;20 - 21;416,89;355,33;U;416,89;416,89;355,33;31;0
05-11-2019;21 - 22;343,67;323,5;U;343,67;343,67;323,5;16;0
05-11-2019;22 - 23;324,99;307,88;U;324,99;324,99;307,88;0;0
05-11-2019;23 - 00;321,26;288,76;U;321,26;321,26;288,76;0;0
06-11-2019;00 - 01;328,72;301,83;U;328,72;328,72;301,83;0;0
06-11-2019;01 - 02;324,99;298,77;U;324,99;324,99;298,77;0;0
06-11-2019;02 - 03;298,62;298,62;;298,62;298,62;298,62;0;0
06-11-2019;03 - 04;300,33;300,33;;300,33;300,33;300,33;0;0
06-11-2019;04 - 05;306,54;306,54;;306,54;306,54;306,54;0;0
06-11-2019;05 - 06;301,68;301,68;;301,68;301,68;301,68;0;0
06-11-2019;06 - 07;362,89;340,9;U;362,89;362,89;340,9;0;0
06-11-2019;07 - 08;448,26;416,66;U;448,26;448,26;416,66;5;0
06-11-2019;08 - 09;448,26;445,87;U;448,26;448,26;445,87;0;0
06-11-2019;09 - 10;448,26;425,25;U;448,26;448,26;425,25;0;0
06-11-2019;10 - 11;448,26;424,35;U;448,26;448,26;424,35;0;0
06-11-2019;11 - 12;448,26;421,66;U;448,26;448,26;421,66;5;0
06-11-2019;12 - 13;463,2;406,57;U;463,2;463,2;406,57;0;0
06-11-2019;13 - 14;868,72;416,88;U;868,72;868,72;416,88;136;0
06-11-2019;14 - 15;747,1;427,94;U;747,1;747,1;427,94;0;0
06-11-2019;15 - 16;428,76;428,76;;428,76;428,76;428,76;0;0
06-11-2019;16 - 17;453,56;453,56;;453,56;453,56;453,56;0;0
06-11-2019;17 - 18;569,66;569,66;;569,66;569,66;569,66;0;0
06-11-2019;18 - 19;650,87;650,87;;650,87;650,87;650,87;0;0
06-11-2019;19 - 20;540;485,62;U;540;540;485,62;4;0
06-11-2019;20 - 21;406,95;406,95;;406,95;406,95;406,95;0;0
06-11-2019;21 - 22;355,02;355,02;;355,02;355,02;355,02;0;0
06-11-2019;22 - 23;333,13;333,13;;333,13;333,13;333,13;0;0
06-11-2019;23 - 00;301,08;301,08;;301,08;301,08;301,08;0;0
07-11-2019;00 - 01;313,56;313,56;;313,56;313,56;313,56;0;0
07-11-2019;01 - 02;307,36;307,36;;307,36;307,36;307,36;0;0
07-11-2019;02 - 03;303,92;303,92;;303,92;303,92;303,92;0;0
07-11-2019;03 - 04;306,09;306,09;;306,09;306,09;306,09;0;0
07-11-2019;04 - 05;314,6;314,6;;314,6;314,6;314,6;0;0
07-11-2019;05 - 06;318,19;318,19;;318,19;318,19;318,19;0;0
07-11-2019;06 - 07;327,98;327,98;;327,98;327,98;327,98;0;0
07-11-2019;07 - 08;408,41;402,69;U;408,41;408,41;402,69;5;0
07-11-2019;08 - 09;408,41;395,89;U;408,41;408,41;395,89;0;0
07-11-2019;09 - 10;374,82;335,45;D;335,45;374,82;335,45;0;0
07-11-2019;10 - 11;366,9;366,9;;366,9;366,9;366,9;0;0
07-11-2019;11 - 12;357,79;357,79;;357,79;357,79;357,79;0;0
07-11-2019;12 - 13;338,88;338,88;;338,88;338,88;338,88;0;0
07-11-2019;13 - 14;343,96;343,96;;343,96;343,96;343,96;0;0
07-11-2019;14 - 15;349,12;349,12;;349,12;349,12;349,12;0;0
07-11-2019;15 - 16;349,87;349,87;;349,87;349,87;349,87;0;0
07-11-2019;16 - 17;363,69;363,69;;363,69;363,69;363,69;0;0
07-11-2019;17 - 18;382,29;319,01;D;319,01;382,29;319,01;0;0
07-11-2019;18 - 19;360,03;304,07;D;304,07;360,03;304,07;0;-5
07-11-2019;19 - 20;349,05;304,07;D;304,07;349,05;304,07;0;-5
07-11-2019;20 - 21;336,05;294,36;D;294,36;336,05;294,36;0;-5
07-11-2019;21 - 22;282,4;282,4;;282,4;282,4;282,4;0;0
07-11-2019;22 - 23;280,54;280,54;;280,54;280,54;280,54;0;0
07-11-2019;23 - 00;263,95;263,95;;263,95;263,95;263,95;0;0
08-11-2019;00 - 01;245,07;245,07;;245,07;245,07;245,07;0;0
08-11-2019;01 - 02;313,8;245,89;U;313,8;313,8;245,89;3;0
08-11-2019;02 - 03;313,8;239,61;U;313,8;313,8;239,61;5;0
08-11-2019;03 - 04;313,8;237,74;U;313,8;313,8;237,74;0;0
08-11-2019;04 - 05;247,98;247,98;;247,98;247,98;247,98;0;0
08-11-2019;05 - 06;263,15;263,15;;263,15;263,15;263,15;0;0
08-11-2019;06 - 07;336,59;336,59;;336,59;336,59;336,59;0;0
08-11-2019;07 - 08;386,87;386,87;;386,87;386,87;386,87;0;0
08-11-2019;08 - 09;422,89;405,85;U;422,89;422,89;405,85;5;0
08-11-2019;09 - 10;425,13;415,56;U;425,13;425,13;415,56;0;0
08-11-2019;10 - 11;410,48;410,48;;410,48;410,48;410,48;0;0
08-11-2019;11 - 12;403,09;403,09;;403,09;403,09;403,09;0;0
08-11-2019;12 - 13;391,81;391,81;;391,81;391,81;391,81;0;0
08-11-2019;13 - 14;418,4;392,4;U;418,4;418,4;392,4;22;0
08-11-2019;14 - 15;396,06;396,06;;396,06;396,06;396,06;0;0
08-11-2019;15 - 16;389,94;389,94;;389,94;389,94;389,94;0;0
08-11-2019;16 - 17;592,62;405,7;U;592,62;592,62;405,7;4;0
08-11-2019;17 - 18;700;496,63;U;700;700;496,63;105;0
08-11-2019;18 - 19;508,06;448,14;U;508,06;508,06;448,14;17;0
08-11-2019;19 - 20;414,84;388,29;U;414,84;414,84;388,29;0;0
08-11-2019;20 - 21;405,7;350,71;U;405,7;405,7;350,71;3;0
08-11-2019;21 - 22;327,48;327,48;;327,48;327,48;327,48;0;0
08-11-2019;22 - 23;330,84;330,84;;330,84;330,84;330,84;0;0
08-11-2019;23 - 00;293,93;293,93;;293,93;293,93;293,93;0;0
09-11-2019;00 - 01;335,51;318,54;U;335,51;335,51;318,54;10;0
09-11-2019;01 - 02;336,25;297,25;U;336,25;336,25;297,25;20;0
09-11-2019;02 - 03;328,78;290;U;328,78;328,78;290;12;0
09-11-2019;03 - 04;328,44;293,21;U;328,44;328,44;293,21;5;0
09-11-2019;04 - 05;328,44;270,5;U;328,44;328,44;270,5;5;0
09-11-2019;05 - 06;328,78;295,08;U;328,78;328,78;295,08;5;0
09-11-2019;06 - 07;328,78;295,68;U;328,78;328,78;295,68;3;0
09-11-2019;07 - 08;336,25;310,55;U;336,25;336,25;310,55;2;0
09-11-2019;08 - 09;336,25;313,99;U;336,25;336,25;313,99;5;0
09-11-2019;09 - 10;393,79;333,04;U;393,79;393,79;333,04;28;0
09-11-2019;10 - 11;408,73;329,9;U;408,73;408,73;329,9;39;0
09-11-2019;11 - 12;388,56;317,95;U;388,56;388,56;317,95;35;0
09-11-2019;12 - 13;382,58;309,5;U;382,58;382,58;309,5;37;0
09-11-2019;13 - 14;373,45;298,97;U;373,45;373,45;298,97;26;0
09-11-2019;14 - 15;336,25;298,59;U;336,25;336,25;298,59;17;0
09-11-2019;15 - 16;354,93;311,37;U;354,93;354,93;311,37;19;0
09-11-2019;16 - 17;374,36;327,36;U;374,36;374,36;327,36;20;0
09-11-2019;17 - 18;413,22;373,24;U;413,22;413,22;373,24;0;0
09-11-2019;18 - 19;410,98;381,09;U;410,98;410,98;381,09;0;0
09-11-2019;19 - 20;381,09;362,03;U;381,09;381,09;362,03;0;0
09-11-2019;20 - 21;350;319,44;U;350;350;319,44;10;0
09-11-2019;21 - 22;343,73;301,58;U;343,73;343,73;301,58;39;0
09-11-2019;22 - 23;328,44;296,35;U;328,44;328,44;296,35;40;0
09-11-2019;23 - 00;317,99;274,01;U;317,99;317,99;274,01;4;0
10-11-2019;00 - 01;280,73;191,43;D;191,43;280,73;191,43;0;-32
10-11-2019;01 - 02;263,77;14,95;D;14,95;263,77;14,95;0;-25
10-11-2019;02 - 03;262,49;262,49;;262,49;262,49;262,49;0;0
10-11-2019;03 - 04;255,7;255,7;;255,7;255,7;255,7;0;0
10-11-2019;04 - 05;253,01;253,01;;253,01;253,01;253,01;0;0
10-11-2019;05 - 06;261,6;261,6;;261,6;261,6;261,6;0;0
10-11-2019;06 - 07;266,01;266,01;;266,01;266,01;266,01;0;0
10-11-2019;07 - 08;290,96;290,96;;290,96;290,96;290,96;0;0
10-11-2019;08 - 09;298,66;298,66;;298,66;298,66;298,66;0;0
10-11-2019;09 - 10;301,95;301,95;;301,95;301,95;301,95;0;0
10-11-2019;10 - 11;305,76;305,76;;305,76;305,76;305,76;0;0
10-11-2019;11 - 12;306,36;288,42;D;288,42;306,36;288,42;0;0
10-11-2019;12 - 13;308,82;288,42;D;288,42;308,82;288,42;0;0
10-11-2019;13 - 14;343,72;288,42;U;343,72;343,72;305,46;3;0
10-11-2019;14 - 15;343,72;306,13;U;343,72;343,72;306,13;5;0
10-11-2019;15 - 16;308,97;291,41;D;291,41;308,97;291,41;0;0
10-11-2019;16 - 17;346,78;298,88;D;298,88;346,78;298,88;0;0
10-11-2019;17 - 18;389,82;311,59;D;311,59;389,82;311,59;0;-4
10-11-2019;18 - 19;396,69;396,69;;396,69;396,69;396,69;0;0
10-11-2019;19 - 20;392,36;392,36;;392,36;392,36;392,36;0;0
10-11-2019;20 - 21;381,15;381,15;;381,15;381,15;381,15;0;0
10-11-2019;21 - 22;351,19;351,19;;351,19;351,19;351,19;0;0
10-11-2019;22 - 23;330,64;330,64;;330,64;330,64;330,64;0;0
10-11-2019;23 - 00;328,12;297,99;U;328,12;328,12;297,99;33;0
11-11-2019;00 - 01;266,46;266,46;;266,46;266,46;266,46;0;0
11-11-2019;01 - 02;268,77;-142,95;D;-142,95;268,77;-142,95;0;-229
11-11-2019;02 - 03;269,22;-139;D;-139;269,22;-139;0;-267
11-11-2019;03 - 04;259,66;-152,95;D;-152,95;259,66;-152,95;0;-315
11-11-2019;04 - 05;260,03;-140;D;-140;260,03;-140;0;-240
11-11-2019;05 - 06;273,33;-29,89;D;-29,89;273,33;-29,89;0;-41
11-11-2019;06 - 07;324,44;293,65;D;293,65;324,44;293,65;0;0
11-11-2019;07 - 08;356,34;356,34;;356,34;356,34;356,34;0;0
11-11-2019;08 - 09;381,08;381,08;;381,08;381,08;381,08;0;0
11-11-2019;09 - 10;372,48;372,48;;372,48;372,48;372,48;0;0
11-11-2019;10 - 11;358,66;306,36;D;306,36;358,66;306,36;0;0
11-11-2019;11 - 12;353,36;306,36;D;306,36;353,36;306,36;0;0
11-11-2019;12 - 13;338,26;306,36;D;306,36;338,26;306,36;0;0
11-11-2019;13 - 14;340,73;340,73;;340,73;340,73;340,73;0;0
11-11-2019;14 - 15;329,59;329,59;;329,59;329,59;329,59;0;0
11-11-2019;15 - 16;333,41;333,41;;333,41;333,41;333,41;0;0
11-11-2019;16 - 17;334,6;334,6;;334,6;334,6;334,6;0;0
11-11-2019;17 - 18;358,59;358,59;;358,59;358,59;358,59;0;0
11-11-2019;18 - 19;339,16;339,16;;339,16;339,16;339,16;0;0
11-11-2019;19 - 20;301,57;301,57;;301,57;301,57;301,57;0;0
11-11-2019;20 - 21;263,47;263,47;;263,47;263,47;263,47;0;0
11-11-2019;21 - 22;245,08;245,08;;245,08;245,08;245,08;0;0
11-11-2019;22 - 23;239,48;239,48;;239,48;239,48;239,48;0;0
11-11-2019;23 - 00;194,95;194,95;;194,95;194,95;194,95;0;0
12-11-2019;00 - 01;230,89;230,89;;230,89;230,89;230,89;0;0
12-11-2019;01 - 02;235;235;;235;235;235;0;0
12-11-2019;02 - 03;229,18;229,18;;229,18;229,18;229,18;0;0
12-11-2019;03 - 04;217,44;217,44;;217,44;217,44;217,44;0;0
12-11-2019;04 - 05;303,45;241,36;U;303,45;303,45;241,36;0;0
12-11-2019;05 - 06;263,77;263,77;;263,77;263,77;263,77;0;0
12-11-2019;06 - 07;302,03;289,18;D;289,18;302,03;289,18;0;0
12-11-2019;07 - 08;327,81;327,81;;327,81;327,81;327,81;0;0
12-11-2019;08 - 09;328,71;313,84;D;313,84;328,71;313,84;0;0
12-11-2019;09 - 10;321,31;298,89;D;298,89;321,31;298,89;0;0
12-11-2019;10 - 11;343,73;316,9;U;343,73;343,73;316,9;0;0
12-11-2019;11 - 12;343,73;314,06;U;343,73;343,73;314,06;0;0
12-11-2019;12 - 13;336,25;302,63;U;336,25;336,25;302,63;0;0
12-11-2019;13 - 14;336,25;316,6;U;336,25;336,25;316,6;0;0
12-11-2019;14 - 15;330,28;324,22;U;330,28;330,28;324,22;0;0
12-11-2019;15 - 16;328,63;328,63;;328,63;328,63;328,63;0;0
