;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
15-01-2017;23 - 00;242,31;231,24;U;242,31;242,31;231,24;0;0
16-01-2017;00 - 01;242,31;230,49;U;242,31;242,31;230,49;0;0
16-01-2017;01 - 02;229,9;229,9;;229,9;229,9;229,9;0;0
16-01-2017;02 - 03;229,68;229,68;;229,68;229,68;229,68;0;0
16-01-2017;03 - 04;229,9;205,35;D;205,35;229,9;205,35;0;0
16-01-2017;04 - 05;232,95;205,35;D;205,35;232,95;205,35;0;0
16-01-2017;05 - 06;236,81;205,35;D;205,35;236,81;205,35;0;0
16-01-2017;06 - 07;335,22;222,99;U;335,22;335,22;270,71;47;0
16-01-2017;07 - 08;530;446,27;U;530;530;446,27;53;0
16-01-2017;08 - 09;445,23;234,14;D;234,14;445,23;234,14;0;-17
16-01-2017;09 - 10;418,32;220;D;220;418,32;220;0;-45
16-01-2017;10 - 11;421,89;220;D;220;421,89;220;0;-41
16-01-2017;11 - 12;421,59;220;D;220;421,59;220;0;-23
16-01-2017;12 - 13;421,52;220;D;220;421,52;220;0;-22
16-01-2017;13 - 14;450,51;220;D;220;450,51;220;0;-24
16-01-2017;14 - 15;453,63;217,78;D;217,78;453,63;217,78;0;-38
16-01-2017;15 - 16;436,39;220;D;220;436,39;220;0;-49
16-01-2017;16 - 17;649,49;234,14;D;234,14;649,49;234,14;0;-33
16-01-2017;17 - 18;870,54;230,42;D;230,42;870,54;230,42;0;-53
16-01-2017;18 - 19;615,74;211,09;D;211,09;615,74;211,09;0;-298
16-01-2017;19 - 20;419,22;205,35;D;205,35;419,22;205,35;0;-352
16-01-2017;20 - 21;295,83;205,35;D;205,35;295,83;205,35;0;-118
16-01-2017;21 - 22;252,42;205,89;D;205,89;252,42;205,89;0;-169
16-01-2017;22 - 23;237,93;211,64;D;211,64;237,93;211,64;0;-173
16-01-2017;23 - 00;231,24;211,64;D;211,64;231,24;211,64;0;-138
17-01-2017;00 - 01;230,56;230,56;;230,56;230,56;230,56;0;0
17-01-2017;01 - 02;227,59;227,59;;227,59;227,59;227,59;0;0
17-01-2017;02 - 03;227,88;227,88;;227,88;227,88;227,88;0;0
17-01-2017;03 - 04;228,11;201,61;D;201,61;228,11;201,61;0;0
17-01-2017;04 - 05;231,38;201,61;D;201,61;231,38;201,61;0;0
17-01-2017;05 - 06;242,9;201,61;D;201,61;242,9;201,61;0;0
17-01-2017;06 - 07;271,6;209,67;D;209,67;271,6;209,67;0;0
17-01-2017;07 - 08;358,66;220,82;D;220,82;358,66;220,82;0;-19
17-01-2017;08 - 09;366,62;215,62;D;215,62;366,62;215,62;0;-19
17-01-2017;09 - 10;314,13;314,13;;314,13;314,13;314,13;0;0
17-01-2017;10 - 11;310,41;310,41;;310,41;310,41;310,41;0;0
17-01-2017;11 - 12;284,46;284,46;;284,46;284,46;284,46;0;0
17-01-2017;12 - 13;258,96;258,96;;258,96;258,96;258,96;0;0
17-01-2017;13 - 14;246,77;246,77;;246,77;246,77;246,77;0;0
17-01-2017;14 - 15;240,97;240,97;;240,97;240,97;240,97;0;0
17-01-2017;15 - 16;240,37;201,61;D;201,61;240,37;201,61;0;0
17-01-2017;16 - 17;241,27;201,61;D;201,61;241,27;201,61;0;0
17-01-2017;17 - 18;298,21;242,98;U;298,21;298,21;242,98;19;0
17-01-2017;18 - 19;238,07;205,95;D;205,95;238,07;205,95;0;0
17-01-2017;19 - 20;233,09;205,95;D;205,95;233,09;205,95;0;0
17-01-2017;20 - 21;228,7;197,5;D;197,5;228,7;197,5;0;0
17-01-2017;21 - 22;227,21;197,5;D;197,5;227,21;197,5;0;0
17-01-2017;22 - 23;223,64;197,5;D;197,5;223,64;197,5;0;0
17-01-2017;23 - 00;220,89;192,57;D;192,57;220,89;192,57;0;0
18-01-2017;00 - 01;215,71;193,35;D;193,35;215,71;193,35;0;0
18-01-2017;01 - 02;212,51;193,35;D;193,35;212,51;193,35;0;0
18-01-2017;02 - 03;211,55;197,46;D;197,46;211,55;197,46;0;0
18-01-2017;03 - 04;212,21;193,35;D;193,35;212,21;193,35;0;0
18-01-2017;04 - 05;216,6;216,6;;216,6;216,6;216,6;0;0
18-01-2017;05 - 06;221,06;221,06;;221,06;221,06;221,06;0;0
18-01-2017;06 - 07;223,37;223,37;;223,37;223,37;223,37;0;0
18-01-2017;07 - 08;228,95;228,95;;228,95;228,95;228,95;0;0
18-01-2017;08 - 09;229,61;229,61;;229,61;229,61;229,61;0;0
18-01-2017;09 - 10;228,42;228,42;;228,42;228,42;228,42;0;0
18-01-2017;10 - 11;227,46;227,46;;227,46;227,46;227,46;0;0
18-01-2017;11 - 12;226,27;226,27;;226,27;226,27;226,27;0;0
18-01-2017;12 - 13;226,27;204,48;D;204,48;226,27;204,48;0;0
18-01-2017;13 - 14;225,15;204,48;D;204,48;225,15;204,48;0;0
18-01-2017;14 - 15;224,11;204,48;D;204,48;224,11;204,48;0;0
18-01-2017;15 - 16;223,96;201,57;D;201,57;223,96;201,57;0;0
18-01-2017;16 - 17;225,52;201,57;D;201,57;225,52;201,57;0;0
18-01-2017;17 - 18;226,86;209,69;D;209,69;226,86;209,69;0;0
18-01-2017;18 - 19;224,71;203,74;D;203,74;224,71;203,74;0;0
18-01-2017;19 - 20;221,73;202,99;D;202,99;221,73;202,99;0;0
18-01-2017;20 - 21;217,94;194,07;D;194,07;217,94;194,07;0;0
18-01-2017;21 - 22;217,64;188,87;D;188,87;217,64;188,87;0;0
18-01-2017;22 - 23;216,23;189,24;D;189,24;216,23;189,24;0;0
18-01-2017;23 - 00;214,07;176,9;D;176,9;214,07;176,9;0;0
19-01-2017;00 - 01;209;163,57;D;163,57;209;163,57;0;0
19-01-2017;01 - 02;202,98;163,57;D;163,57;202,98;163,57;0;0
19-01-2017;02 - 03;201,79;201,79;;201,79;201,79;201,79;0;0
19-01-2017;03 - 04;203,87;203,87;;203,87;203,87;203,87;0;0
19-01-2017;04 - 05;210,79;210,79;;210,79;210,79;210,79;0;0
19-01-2017;05 - 06;216,44;173,24;D;173,24;216,44;173,24;0;0
19-01-2017;06 - 07;218,52;187,36;D;187,36;218,52;187,36;0;0
19-01-2017;07 - 08;222,01;190,34;D;190,34;222,01;190,34;0;0
19-01-2017;08 - 09;226,25;195,1;D;195,1;226,25;195,1;0;0
19-01-2017;09 - 10;225,13;195,1;D;195,1;225,13;195,1;0;0
19-01-2017;10 - 11;222,83;195,1;D;195,1;222,83;195,1;0;0
19-01-2017;11 - 12;221,71;221,71;;221,71;221,71;221,71;0;0
19-01-2017;12 - 13;220,45;220,45;;220,45;220,45;220,45;0;0
19-01-2017;13 - 14;229,74;219,86;U;229,74;229,74;219,86;0;0
19-01-2017;14 - 15;229,74;219,56;U;229,74;229,74;219,56;0;0
19-01-2017;15 - 16;219,56;219,56;;219,56;219,56;219,56;0;0
19-01-2017;16 - 17;222,02;220,75;U;222,02;222,02;220,75;0;0
19-01-2017;17 - 18;234,12;221,86;U;234,12;234,12;221,86;0;0
19-01-2017;18 - 19;234,12;221,49;U;234,12;234,12;221,49;0;0
19-01-2017;19 - 20;234,12;219,56;U;234,12;234,12;219,56;0;0
19-01-2017;20 - 21;234,12;214,65;U;234,12;234,12;214,65;0;0
19-01-2017;21 - 22;214,06;214,06;;214,06;214,06;214,06;0;0
19-01-2017;22 - 23;221,57;213,68;U;221,57;221,57;213,68;0;0
19-01-2017;23 - 00;221,57;211,23;U;221,57;221,57;211,23;0;0
20-01-2017;00 - 01;202,47;202,47;;202,47;202,47;202,47;0;0
20-01-2017;01 - 02;202,7;202,7;;202,7;202,7;202,7;0;0
20-01-2017;02 - 03;201,58;201,58;;201,58;201,58;201,58;0;0
20-01-2017;03 - 04;203,29;203,29;;203,29;203,29;203,29;0;0
20-01-2017;04 - 05;207,46;207,46;;207,46;207,46;207,46;0;0
20-01-2017;05 - 06;208,27;208,27;;208,27;208,27;208,27;0;0
20-01-2017;06 - 07;212,59;212,59;;212,59;212,59;212,59;0;0
20-01-2017;07 - 08;221,06;221,06;;221,06;221,06;221,06;0;0
20-01-2017;08 - 09;222,92;189,65;D;189,65;222,92;189,65;0;0
20-01-2017;09 - 10;222,25;189,65;D;189,65;222,25;189,65;0;0
20-01-2017;10 - 11;221,88;189,65;D;189,65;221,88;189,65;0;0
20-01-2017;11 - 12;220,99;187,18;D;187,18;220,99;187,18;0;0
20-01-2017;12 - 13;219,35;171,02;D;171,02;219,35;171,02;0;0
20-01-2017;13 - 14;218,39;171,02;D;171,02;218,39;171,02;0;-106
20-01-2017;14 - 15;216,23;178,46;D;178,46;216,23;178,46;0;0
20-01-2017;15 - 16;215,04;174,74;D;174,74;215,04;174,74;0;0
20-01-2017;16 - 17;218,09;177,71;D;177,71;218,09;177,71;0;0
20-01-2017;17 - 18;220,25;194,98;D;194,98;220,25;194,98;0;0
20-01-2017;18 - 19;219,5;184,41;D;184,41;219,5;184,41;0;0
20-01-2017;19 - 20;214,89;184,41;D;184,41;214,89;184,41;0;-17
20-01-2017;20 - 21;210,88;185,52;D;185,52;210,88;185,52;0;0
20-01-2017;21 - 22;210,28;185,52;D;185,52;210,28;185,52;0;-21
20-01-2017;22 - 23;209,02;185,52;D;185,52;209,02;185,52;0;0
20-01-2017;23 - 00;205,89;205,89;;205,89;205,89;205,89;0;0
21-01-2017;00 - 01;205,5;205,5;;205,5;205,5;205,5;0;0
21-01-2017;01 - 02;201,86;169,53;D;169,53;201,86;169,53;0;0
21-01-2017;02 - 03;200;156,49;D;156,49;200;156,49;0;0
21-01-2017;03 - 04;200,22;156,49;D;156,49;200,22;156,49;0;0
21-01-2017;04 - 05;202,38;156,49;D;156,49;202,38;156,49;0;0
21-01-2017;05 - 06;206,25;173,67;D;173,67;206,25;173,67;0;0
21-01-2017;06 - 07;206,47;206,47;;206,47;206,47;206,47;0;0
21-01-2017;07 - 08;209,96;209,96;;209,96;209,96;209,96;0;0
21-01-2017;08 - 09;214,13;214,13;;214,13;214,13;214,13;0;0
21-01-2017;09 - 10;216,88;202,61;D;202,61;216,88;202,61;0;-69
21-01-2017;10 - 11;226,91;214,87;U;226,91;226,91;219,48;0;-13
21-01-2017;11 - 12;226,91;219,41;U;226,91;226,91;219,41;0;0
21-01-2017;12 - 13;217,77;217,77;;217,77;217,77;217,77;0;0
21-01-2017;13 - 14;216,28;216,28;;216,28;216,28;216,28;0;0
21-01-2017;14 - 15;216,06;200,75;D;200,75;216,06;200,75;0;-69
21-01-2017;15 - 16;219,41;200,75;D;200,75;219,41;200,75;0;-69
21-01-2017;16 - 17;222,31;200,75;D;200,75;222,31;200,75;0;-35
21-01-2017;17 - 18;230,04;200,75;D;200,75;230,04;200,75;0;-40
21-01-2017;18 - 19;225,73;200,75;D;200,75;225,73;200,75;0;-40
21-01-2017;19 - 20;221,71;200,75;D;200,75;221,71;200,75;0;-46
21-01-2017;20 - 21;217,92;200,75;D;200,75;217,92;200,75;0;0
21-01-2017;21 - 22;215,39;200,75;D;200,75;215,39;200,75;0;0
21-01-2017;22 - 23;223,29;212,19;U;223,29;223,29;212,19;0;0
21-01-2017;23 - 00;223,29;209,15;U;223,29;223,29;209,15;0;0
22-01-2017;00 - 01;230,49;212,42;U;230,49;230,49;212,42;0;0
22-01-2017;01 - 02;231,13;208,78;U;231,13;231,13;208,78;0;0
22-01-2017;02 - 03;234,21;206,55;U;234,21;234,21;206,55;0;0
22-01-2017;03 - 04;234,21;206,03;U;234,21;234,21;206,03;0;0
22-01-2017;04 - 05;234,21;206,33;U;234,21;234,21;206,33;0;0
22-01-2017;05 - 06;234,21;208,33;U;234,21;234,21;208,33;0;0
22-01-2017;06 - 07;234,21;208,56;U;234,21;234,21;208,56;0;0
22-01-2017;07 - 08;231,13;211,46;U;231,13;231,13;211,46;0;0
22-01-2017;08 - 09;231,13;213,76;U;231,13;231,13;213,76;0;0
22-01-2017;09 - 10;231,13;217,78;U;231,13;231,13;217,78;0;0
22-01-2017;10 - 11;249,08;220,08;U;249,08;249,08;220,08;0;0
22-01-2017;11 - 12;258,03;220,01;U;258,03;258,03;220,01;0;0
22-01-2017;12 - 13;258,03;219,56;U;258,03;258,03;219,56;0;0
22-01-2017;13 - 14;255,9;219,49;U;255,9;255,9;219,49;0;0
22-01-2017;14 - 15;255,9;219,49;U;255,9;255,9;219,49;0;0
22-01-2017;15 - 16;255,9;220,23;U;255,9;255,9;220,23;0;0
22-01-2017;16 - 17;255,9;222,91;U;255,9;255,9;222,91;0;0
22-01-2017;17 - 18;369;228,26;U;369;369;228,26;150;0
22-01-2017;18 - 19;369;227;U;369;369;227;129;0
22-01-2017;19 - 20;222,68;202,24;D;202,24;222,68;202,24;0;0
22-01-2017;20 - 21;220,45;202,24;D;202,24;220,45;202,24;0;0
22-01-2017;21 - 22;219,56;203,3;D;203,3;219,56;203,3;0;0
22-01-2017;22 - 23;215,92;203,3;D;203,3;215,92;203,3;0;0
22-01-2017;23 - 00;211,31;211,31;;211,31;211,31;211,31;0;0
23-01-2017;00 - 01;210,71;189,86;D;189,86;210,71;189,86;0;-10
23-01-2017;01 - 02;208,56;189,86;D;189,86;208,56;189,86;0;-36
23-01-2017;02 - 03;207,14;189,86;D;189,86;207,14;189,86;0;-33
23-01-2017;03 - 04;206,77;206,77;;206,77;206,77;206,77;0;0
23-01-2017;04 - 05;211,46;211,46;;211,46;211,46;211,46;0;0
23-01-2017;05 - 06;212,87;212,87;;212,87;212,87;212,87;0;0
23-01-2017;06 - 07;218,52;218,52;;218,52;218,52;218,52;0;0
23-01-2017;07 - 08;225,36;225,36;;225,36;225,36;225,36;0;0
23-01-2017;08 - 09;247,64;227,67;U;247,64;247,64;227,67;0;0
23-01-2017;09 - 10;247,64;225,44;U;247,64;247,64;225,44;0;0
23-01-2017;10 - 11;255,9;223,73;U;255,9;255,9;223,73;12;0
23-01-2017;11 - 12;255,9;222,76;U;255,9;255,9;222,76;20;0
23-01-2017;12 - 13;243,52;221,94;U;243,52;243,52;221,94;0;0
23-01-2017;13 - 14;231,13;221,42;U;231,13;231,13;221,42;0;0
23-01-2017;14 - 15;231,13;221,2;U;231,13;231,13;221,2;0;0
23-01-2017;15 - 16;221,94;197,78;D;197,78;221,94;197,78;0;0
23-01-2017;16 - 17;224,84;197,78;D;197,78;224,84;197,78;0;-36
23-01-2017;17 - 18;234,95;231,09;U;234,95;234,95;231,09;0;0
23-01-2017;18 - 19;235,26;226,33;U;235,26;235,26;226,33;0;0
23-01-2017;19 - 20;222,39;222,39;;222,39;222,39;222,39;0;0
23-01-2017;20 - 21;235,26;219,71;U;235,26;235,26;219,71;6;0
23-01-2017;21 - 22;243,52;218,22;U;243,52;243,52;218,22;3;0
23-01-2017;22 - 23;235,26;214,51;U;235,26;235,26;214,51;0;0
23-01-2017;23 - 00;234,54;211,53;U;234,54;234,54;211,53;0;0
24-01-2017;00 - 01;239,43;215,93;U;239,43;239,43;215,93;0;0
24-01-2017;01 - 02;215,11;215,11;;215,11;215,11;215,11;0;0
24-01-2017;02 - 03;215,11;215,11;;215,11;215,11;215,11;0;0
24-01-2017;03 - 04;215,86;215,86;;215,86;215,86;215,86;0;0
24-01-2017;04 - 05;219,58;219,58;;219,58;219,58;219,58;0;0
24-01-2017;05 - 06;220,91;220,91;;220,91;220,91;220,91;0;0
24-01-2017;06 - 07;230,36;230,36;;230,36;230,36;230,36;0;0
24-01-2017;07 - 08;341,22;341,22;;341,22;341,22;341,22;0;0
24-01-2017;08 - 09;365,84;365,84;;365,84;365,84;365,84;0;0
24-01-2017;09 - 10;363,38;363,38;;363,38;363,38;363,38;0;0
24-01-2017;10 - 11;357,06;357,06;;357,06;357,06;357,06;0;0
24-01-2017;11 - 12;341,52;260,25;U;341,52;341,52;341,52;0;0
24-01-2017;12 - 13;304,27;260,25;D;260,25;304,27;260,25;0;0
24-01-2017;13 - 14;275,12;260,25;D;260,25;275,12;260,25;0;0
24-01-2017;14 - 15;259,65;259,65;;259,65;259,65;259,65;0;0
24-01-2017;15 - 16;259,36;259,36;;259,36;259,36;259,36;0;0
24-01-2017;16 - 17;273,71;262,41;U;273,71;273,71;262,41;0;0
24-01-2017;17 - 18;373,42;373,42;;373,42;373,42;373,42;0;0
24-01-2017;18 - 19;334,46;224,56;U;334,46;334,46;334,46;0;-21
24-01-2017;19 - 20;234,97;208,94;D;208,94;234,97;208,94;0;-21
24-01-2017;20 - 21;225,6;225,6;;225,6;225,6;225,6;0;0
24-01-2017;21 - 22;222,4;222,4;;222,4;222,4;222,4;0;0
24-01-2017;22 - 23;216,23;216,23;;216,23;216,23;216,23;0;0
24-01-2017;23 - 00;212,51;212,51;;212,51;212,51;212,51;0;0
25-01-2017;00 - 01;248,92;214,44;U;248,92;248,92;214,44;9;0
25-01-2017;01 - 02;248,92;211,69;U;248,92;248,92;211,69;0;0
25-01-2017;02 - 03;234,96;209,53;U;234,96;234,96;209,53;0;0
25-01-2017;03 - 04;221,58;209,61;U;221,58;221,58;209,61;0;0
25-01-2017;04 - 05;214,29;214,29;;214,29;214,29;214,29;0;0
25-01-2017;05 - 06;213,4;213,4;;213,4;213,4;213,4;0;0
25-01-2017;06 - 07;218,68;218,68;;218,68;218,68;218,68;0;0
25-01-2017;07 - 08;247,6;232,21;U;247,6;247,6;232,21;0;0
25-01-2017;08 - 09;247,6;203,29;;237,27;237,27;237,27;0;0
25-01-2017;09 - 10;233,47;199,13;D;199,13;233,47;199,13;0;-42
25-01-2017;10 - 11;232,14;199,13;D;199,13;232,14;199,13;0;-25
25-01-2017;11 - 12;248,92;216,36;U;248,92;248,92;229,61;0;-24
25-01-2017;12 - 13;249,09;228,12;U;249,09;249,09;228,12;0;0
25-01-2017;13 - 14;249,09;226,86;U;249,09;249,09;226,86;0;0
25-01-2017;14 - 15;247,6;224,92;U;247,6;247,6;224,92;0;0
25-01-2017;15 - 16;247,6;225,07;U;247,6;247,6;225,07;0;0
25-01-2017;16 - 17;297,44;228,72;U;297,44;297,44;228,72;158;0
25-01-2017;17 - 18;287,08;241,06;U;287,08;287,08;241,06;94;0
25-01-2017;18 - 19;249,09;229,91;U;249,09;249,09;229,91;0;0
25-01-2017;19 - 20;249,09;222,25;U;249,09;249,09;222,25;0;0
25-01-2017;20 - 21;217,04;217,04;;217,04;217,04;217,04;0;0
25-01-2017;21 - 22;215,11;180,23;D;180,23;215,11;180,23;0;-31
25-01-2017;22 - 23;209,9;185,89;D;185,89;209,9;185,89;0;-28
25-01-2017;23 - 00;206,26;178,45;D;178,45;206,26;178,45;0;-21
26-01-2017;00 - 01;208,81;176,38;D;176,38;208,81;176,38;0;0
26-01-2017;01 - 02;205,39;166,41;D;166,41;205,39;166,41;0;0
26-01-2017;02 - 03;204,27;150,21;D;150,21;204,27;150,21;0;0
26-01-2017;03 - 04;202,56;150,95;D;150,95;202,56;150,95;0;0
26-01-2017;04 - 05;204,2;162,25;D;162,25;204,2;162,25;0;0
26-01-2017;05 - 06;210,81;178,89;D;178,89;210,81;178,89;0;0
26-01-2017;06 - 07;287,25;217,51;U;287,25;287,25;217,51;53;0
26-01-2017;07 - 08;231,56;194,08;D;194,08;231,56;194,08;0;-29
26-01-2017;08 - 09;233,94;191,37;D;191,37;233,94;191,37;0;-30
26-01-2017;09 - 10;233,05;183,05;D;183,05;233,05;183,05;0;-30
26-01-2017;10 - 11;232,9;183,43;D;183,43;232,9;183,43;0;-30
26-01-2017;11 - 12;232,01;183,05;D;183,05;232,01;183,05;0;-30
26-01-2017;12 - 13;231,26;183,05;D;183,05;231,26;183,05;0;-29
26-01-2017;13 - 14;230,74;183,05;D;183,05;230,74;183,05;0;0
26-01-2017;14 - 15;230,67;183,05;D;183,05;230,67;183,05;0;0
26-01-2017;15 - 16;231,19;187,21;D;187,21;231,19;187,21;0;0
26-01-2017;16 - 17;232,6;187,39;D;187,39;232,6;187,39;0;0
26-01-2017;17 - 18;235,13;187,39;D;187,39;235,13;187,39;0;0
26-01-2017;18 - 19;233,42;191,37;D;191,37;233,42;191,37;0;0
26-01-2017;19 - 20;230,59;191,37;D;191,37;230,59;191,37;0;0
26-01-2017;20 - 21;222,79;195,53;D;195,53;222,79;195,53;0;0
26-01-2017;21 - 22;221,67;196,31;D;196,31;221,67;196,31;0;0
26-01-2017;22 - 23;217,21;217,21;;217,21;217,21;217,21;0;0
26-01-2017;23 - 00;214,38;214,38;;214,38;214,38;214,38;0;0
27-01-2017;00 - 01;212,08;212,08;;212,08;212,08;212,08;0;0
27-01-2017;01 - 02;209,18;209,18;;209,18;209,18;209,18;0;0
27-01-2017;02 - 03;208,73;208,73;;208,73;208,73;208,73;0;0
27-01-2017;03 - 04;210,44;210,44;;210,44;210,44;210,44;0;0
27-01-2017;04 - 05;213,34;191,48;D;191,48;213,34;191,48;0;0
27-01-2017;05 - 06;219,96;191,48;D;191,48;219,96;191,48;0;-18
27-01-2017;06 - 07;229,63;197,06;D;197,06;229,63;197,06;0;-25
27-01-2017;07 - 08;238,48;203,75;D;203,75;238,48;203,75;0;0
27-01-2017;08 - 09;239;216,3;D;216,3;239;216,3;0;0
27-01-2017;09 - 10;237,66;208,13;D;208,13;237,66;208,13;0;0
27-01-2017;10 - 11;236,91;208,13;D;208,13;236,91;208,13;0;0
27-01-2017;11 - 12;235,5;208,13;D;208,13;235,5;208,13;0;0
27-01-2017;12 - 13;233,57;191,48;D;191,48;233,57;191,48;0;0
27-01-2017;13 - 14;231,49;191,48;D;191,48;231,49;191,48;0;0
27-01-2017;14 - 15;230,67;188,77;D;188,77;230,67;188,77;0;0
27-01-2017;15 - 16;230,74;188,77;D;188,77;230,74;188,77;0;0
27-01-2017;16 - 17;234,46;191,85;D;191,85;234,46;191,85;0;0
27-01-2017;17 - 18;237,29;200,76;D;200,76;237,29;200,76;0;-32
27-01-2017;18 - 19;249,11;236,47;U;249,11;249,11;236,47;0;0
27-01-2017;19 - 20;249,11;231,11;U;249,11;249,11;231,11;0;0
27-01-2017;20 - 21;232,04;223,6;U;232,04;232,04;223,6;0;0
27-01-2017;21 - 22;232,01;222,19;U;232,01;232,01;222,19;0;0
27-01-2017;22 - 23;232,01;219,59;U;232,01;232,01;219,59;0;0
27-01-2017;23 - 00;214,83;208,95;D;208,95;214,83;208,95;0;0
28-01-2017;00 - 01;214,47;214,47;;214,47;214,47;214,47;0;0
28-01-2017;01 - 02;211,72;211,72;;211,72;211,72;211,72;0;0
28-01-2017;02 - 03;210,08;210,08;;210,08;210,08;210,08;0;0
28-01-2017;03 - 04;209,27;209,27;;209,27;209,27;209,27;0;0
28-01-2017;04 - 05;220,68;209,56;U;220,68;220,68;209,56;0;0
28-01-2017;05 - 06;227,56;211,35;U;227,56;227,56;211,35;0;0
28-01-2017;06 - 07;228,11;213,21;U;228,11;228,11;213,21;0;0
28-01-2017;07 - 08;227,56;214,99;U;227,56;227,56;214,99;0;0
28-01-2017;08 - 09;227,56;218,26;U;227,56;227,56;218,26;0;0
28-01-2017;09 - 10;233,17;220,94;U;233,17;233,17;220,94;0;0
28-01-2017;10 - 11;239,9;222,28;U;239,9;239,9;222,28;0;0
28-01-2017;11 - 12;239,9;222,28;U;239,9;239,9;222,28;0;0
28-01-2017;12 - 13;239,9;222,13;U;239,9;239,9;222,13;0;0
28-01-2017;13 - 14;239,9;221,24;U;239,9;239,9;221,24;0;0
28-01-2017;14 - 15;239,9;220,5;U;239,9;239,9;220,5;0;0
28-01-2017;15 - 16;239,9;222,28;U;239,9;239,9;222,28;0;0
28-01-2017;16 - 17;239,9;226,59;U;239,9;239,9;226,59;0;0
28-01-2017;17 - 18;249,83;231,5;U;249,83;249,83;231,5;0;0
28-01-2017;18 - 19;249,83;230,31;U;249,83;249,83;230,31;0;0
28-01-2017;19 - 20;249,83;224,44;U;249,83;249,83;224,44;0;0
28-01-2017;20 - 21;230,53;221,24;U;230,53;230,53;221,24;0;0
28-01-2017;21 - 22;230,53;219,75;U;230,53;230,53;219,75;0;0
28-01-2017;22 - 23;230,53;216,26;U;230,53;230,53;216,26;0;0
28-01-2017;23 - 00;223,84;213,58;U;223,84;223,84;213,58;0;0
29-01-2017;00 - 01;214,32;214,32;;214,32;214,32;214,32;0;0
29-01-2017;01 - 02;209,86;209,86;;209,86;209,86;209,86;0;0
29-01-2017;02 - 03;207,25;207,25;;207,25;207,25;207,25;0;0
29-01-2017;03 - 04;206,14;206,14;;206,14;206,14;206,14;0;0
29-01-2017;04 - 05;205,84;205,84;;205,84;205,84;205,84;0;0
29-01-2017;05 - 06;206,66;206,66;;206,66;206,66;206,66;0;0
29-01-2017;06 - 07;206,43;206,43;;206,43;206,43;206,43;0;0
29-01-2017;07 - 08;208,37;208,37;;208,37;208,37;208,37;0;0
29-01-2017;08 - 09;212,68;212,68;;212,68;212,68;212,68;0;0
29-01-2017;09 - 10;234,25;214,91;U;234,25;234,25;214,91;0;0
29-01-2017;10 - 11;254,35;218,18;U;254,35;254,35;218,18;0;0
29-01-2017;11 - 12;254,35;217,37;U;254,35;254,35;217,37;0;0
29-01-2017;12 - 13;250,18;215,14;U;250,18;250,18;215,14;0;0
29-01-2017;13 - 14;260,27;214,69;U;260,27;260,27;214,69;0;0
29-01-2017;14 - 15;260,27;214,54;U;260,27;260,27;214,54;0;0
29-01-2017;15 - 16;258,52;215,43;U;258,52;258,52;215,43;0;0
29-01-2017;16 - 17;271,03;219,75;U;271,03;271,03;219,75;0;0
29-01-2017;17 - 18;275,2;222,57;U;275,2;275,2;222,57;0;0
29-01-2017;18 - 19;275,2;221,75;U;275,2;275,2;221,75;0;0
29-01-2017;19 - 20;260,27;218,85;U;260,27;260,27;218,85;8;0
29-01-2017;20 - 21;260,27;215,43;U;260,27;260,27;215,43;0;0
29-01-2017;21 - 22;255,4;214,54;U;255,4;255,4;214,54;19;0
29-01-2017;22 - 23;241,84;212,83;U;241,84;241,84;212,83;9;0
29-01-2017;23 - 00;209,04;209,04;;209,04;209,04;209,04;0;0
30-01-2017;00 - 01;208;208;;208;208;208;0;0
30-01-2017;01 - 02;204,2;204,2;;204,2;204,2;204,2;0;0
30-01-2017;02 - 03;203,68;203,68;;203,68;203,68;203,68;0;0
30-01-2017;03 - 04;208,22;208,22;;208,22;208,22;208,22;0;0
30-01-2017;04 - 05;213,65;213,65;;213,65;213,65;213,65;0;0
30-01-2017;05 - 06;220,94;196,45;D;196,45;220,94;196,45;0;0
30-01-2017;06 - 07;230,75;196,45;D;196,45;230,75;196,45;0;0
30-01-2017;07 - 08;248,23;248,23;;248,23;248,23;248,23;0;0
30-01-2017;08 - 09;258,12;200,14;D;200,14;258,12;200,14;0;0
30-01-2017;09 - 10;246,74;200,14;D;200,14;246,74;200,14;0;0
30-01-2017;10 - 11;304,89;252,09;U;304,89;304,89;252,09;246;0
30-01-2017;11 - 12;361,59;257,3;U;361,59;361,59;257,3;300;0
30-01-2017;12 - 13;360;253,95;U;360;360;253,95;346;0
30-01-2017;13 - 14;297,46;253,58;U;297,46;297,46;253,58;0;0
30-01-2017;14 - 15;241,39;241,39;;241,39;241,39;241,39;0;0
30-01-2017;15 - 16;243,77;196,65;D;196,65;243,77;196,65;0;0
30-01-2017;16 - 17;264,96;196,65;D;196,65;264,96;196,65;0;-13
30-01-2017;17 - 18;337,39;200,58;D;200,58;337,39;200,58;0;0
30-01-2017;18 - 19;281,69;191,81;D;191,81;281,69;191,81;0;-13
30-01-2017;19 - 20;239,23;191,81;D;191,81;239,23;191,81;0;0
30-01-2017;20 - 21;232,09;191,81;D;191,81;232,09;191,81;0;0
30-01-2017;21 - 22;227,41;191,81;D;191,81;227,41;191,81;0;0
30-01-2017;22 - 23;223,84;186,65;D;186,65;223,84;186,65;0;0
